NAME	TITLE	SCORE	
BCL9		5.7426953	
FOXO3		5.7426615	
CCDC127		5.7403097	
ULK4		5.74028	
PCED1B		5.7279058	
SLAMF1		5.7244234	
MAP7		5.719919	
P4HTM		5.717119	
ZNF544		5.7159586	
KIAA1191		5.71423	
SLC25A42		5.7141104	
ZNF577		5.710999	
IL11RA		5.7073603	
CHRNG		5.701268	
SEPTIN9		5.6933794	
BTRC		5.69147	
LRRC8A		5.691069	
UBL7		5.6902604	
CCR7		5.68814	
ANP32B		5.6847167	
NDUFV3		5.681972	
KRT1		5.6812615	
IKZF1		5.6796994	
PRRC2B		5.6795173	
ZNF10		5.6647873	
SEPTIN6		5.6619053	
CPPED1		5.6609693	
ACSF2		5.655831	
AGO2		5.6532683	
RAB5B		5.649924	
DCAF6		5.6484385	
TNFRSF25		5.634922	
ZRANB1		5.633835	
GPSM1		5.615844	
TRIM35		5.6152625	
MAP9		5.609723	
STMP1		5.603756	
ACSL6		5.6004047	
AIRE		5.596925	
LOC105372482		5.5951223	
EEF1A1		5.5907855	
SPDYE2		5.58317	
ADNP		5.5805936	
CROCC		5.5765657	
FLT4		5.5748873	
MCF2L		5.573481	
PECAM1		5.558246	
ATP6V0A2		5.551446	
UBALD1		5.5482326	
ZNF607		5.547754	
LARGE1		5.5446367	
EIF1B		5.5431514	
NAA16		5.5413594	
ZNF571		5.5368075	
MRTFB		5.5328255	
NAF1		5.5319777	
PRPF8		5.5273995	
ITK		5.52594	
THNSL1		5.522341	
MZT2B		5.5187173	
TMEM63B		5.513102	
BACE2		5.5116615	
NUDT5		5.5083795	
EPHB6		5.5081124	
NAA80		5.5069966	
FAM20B		5.5066447	
CUL4A		5.5029187	
SMYD5		5.499283	
GPR162		5.4957027	
SKAP1		5.4921985	
ZNF233		5.48957	
POLL		5.488841	
ZNF33B		5.483304	
LIX1		5.481657	
TRAK2		5.4744077	
ND6		5.4723744	
ATP6AP2		5.4721336	
MAP4K1		5.4680614	
RAB44		5.467921	
ZFP82		5.464936	
ZNF469		5.4632525	
PLEKHB1		5.4626207	
CISD2		5.4625397	
RFTN1		5.462505	
PLCG1		5.459249	
PRPF6		5.456853	
TOM1L2		5.453342	
DPP4		5.44625	
CEP89		5.4412813	
GSTM4		5.440103	
DZIP3		5.437262	
TBC1D4		5.436091	
UBASH3A		5.432588	
ZNF91		5.427585	
ERF		5.421772	
SEPTIN11		5.409736	
FBXO31		5.398199	
RHCE		5.387262	
PAQR7		5.3869305	
DSC1		5.384096	
PRMT2		5.3806357	
ORAI1		5.3800974	
TPGS2		5.377985	
RASGRP1		5.370427	
CTTNBP2		5.3703766	
RPL10		5.3698506	
RPL23A		5.365087	
MAP2K3		5.353349	
BAG6		5.3517995	
TM7SF2		5.351346	
ZDBF2		5.3507276	
JAZF1		5.348976	
ITM2A		5.3458266	
HNRNPA1L2		5.343775	
ZNF573		5.3354363	
FRMD8		5.3349752	
TRIM58		5.3327117	
NUP98		5.3313203	
RBM14		5.325002	
CDC42SE2		5.321847	
DDX24		5.3164625	
CRAT		5.3119154	
THRAP3		5.309587	
FBLN2		5.307184	
DCUN1D1		5.2997174	
RTL6		5.298682	
POLR1E		5.2965283	
DFFA		5.296089	
TFAP4		5.292428	
RPS3		5.2913322	
TPRG1L		5.2899485	
N6AMT1		5.289092	
PWP2		5.288158	
ZNF649		5.286777	
ODC1		5.2801647	
PRR5		5.279163	
NAT10		5.2739224	
HADHA		5.270673	
ZNF329		5.270497	
ALDH16A1		5.268894	
HNRNPUL1		5.2673674	
TESPA1		5.2652035	
RPLP1		5.2622933	
ZFP90		5.2583656	
TRIM23		5.2583523	
ADK		5.2581806	
CLEC10A		5.2571106	
ZNF506		5.2565928	
RCL1		5.2565393	
TNFRSF13C		5.2551675	
TSHZ1		5.255	
PRDX2		5.249906	
TESC		5.2479744	
LCK		5.247936	
HABP4		5.2459474	
RPS12		5.2417994	
UBIAD1		5.2414026	
PITPNA		5.2377677	
LDLRAD4		5.237466	
ZNF398		5.236892	
SLC4A7		5.2341986	
ZBTB42		5.2307725	
KIF3A		5.228077	
PPARD		5.2258687	
OSBP2		5.2209463	
LRATD2		5.219963	
TBC1D10A		5.218822	
BRD1		5.217478	
ARL10		5.2156415	
TUT4		5.206774	
UBA52		5.2048936	
FXN		5.202865	
AKT1S1		5.2024856	
RPL8		5.2020745	
ITFG2		5.2007594	
PLCL1		5.196202	
ZNF658		5.1896396	
ACSM3		5.183902	
ZMYND11		5.1810675	
FXYD5		5.179692	
TOP2B		5.1764145	
PUM2		5.1699424	
GPR55		5.1663804	
CLUAP1		5.16442	
ZNF253		5.164096	
YOD1		5.1618433	
WDR4		5.1583123	
METTL21A		5.1512423	
KDM2B		5.147775	
MAP2K7		5.1437354	
GSPT2		5.13897	
GABPB2		5.1278872	
NIPAL3		5.125603	
SPTB		5.12303	
TAGAP		5.122345	
TMEM18		5.1127324	
AHRR		5.109379	
SMYD4		5.1080894	
TLE2		5.1076384	
B4GALT3		5.107523	
RUNDC3A		5.106438	
TC2N		5.105178	
EPHA1		5.104319	
MSI2		5.0982237	
KLHL22		5.096328	
RTL10		5.0956874	
APEX1		5.0945616	
RPS2		5.093485	
TLE5		5.092456	
MAF1		5.090576	
ADAM12		5.0863485	
MOB2		5.0858436	
MPHOSPH8		5.0846663	
RNF125		5.0832324	
RAPGEF1		5.0703244	
ZNF792		5.068889	
CNR2		5.063012	
FAM83A		5.0544395	
NOSIP		5.0483646	
CHID1		5.0439157	
PKIA		5.0371127	
ATL2		5.034253	
BTBD11		5.0339484	
CPA3		5.0330243	
PAFAH2		5.03286	
LMO7		5.0326433	
CD180		5.0292826	
RPL18A		5.028537	
SCML1		5.0189853	
BCAS4		5.01442	
CDIPT		5.0116525	
FAM117A		5.0098367	
PDK2		5.0077977	
CTCF		5.0043497	
RRN3		5.0007606	
LYRM7		4.9922504	
AXIN2		4.991767	
UBR7		4.989562	
ADIPOR1		4.9893003	
BTG1		4.9885783	
EDAR		4.986201	
IFT52		4.9814744	
SELENBP1		4.9783764	
FBXO32		4.9780703	
GLUL		4.976382	
RFX7		4.9762144	
PFAS		4.9756503	
MOSPD1		4.973436	
CHML		4.9726863	
EGLN3		4.9672394	
PDZK1IP1		4.965245	
ZNF135		4.959722	
RPL21		4.95439	
FGFR2		4.951892	
ADARB1		4.9517474	
MORC4		4.9494987	
THEMIS		4.948238	
CCDC136		4.947728	
NAP1L1		4.947483	
BICDL1		4.942914	
SSBP2		4.942124	
STRBP		4.941501	
RTN1		4.931208	
PRAG1		4.9291806	
CDC34		4.928177	
ZNF248		4.9240713	
CARM1		4.9220734	
RELL1		4.914656	
TNFRSF10A		4.9108396	
DCK		4.908026	
YLPM1		4.9077244	
CDC25B		4.90475	
LFNG		4.9031363	
IGF2BP2		4.901892	
ZNF264		4.8977833	
CCR3		4.8945303	
KLHDC2		4.891647	
PWWP3A		4.8908095	
SARM1		4.8904533	
SYNGAP1		4.8892274	
ADD1		4.87476	
CPSF6		4.873032	
UBE2I		4.872938	
DYRK1B		4.870806	
TCEA1		4.870443	
KLC2		4.8681493	
SIGLEC10		4.867774	
ZBTB14		4.866684	
HMOX2		4.865059	
TPCN1		4.863469	
ACP5		4.859587	
DCAF1		4.857867	
KPNA1		4.856989	
JAK1		4.856266	
AUTS2		4.8530407	
MRFAP1		4.8421917	
PIK3IP1		4.8390455	
BCL9L		4.8389597	
ICA1L		4.8386216	
CASTOR2		4.833452	
NUP133		4.8334184	
CELSR2		4.8283567	
CD3G		4.8228025	
AHCYL1		4.821642	
NONO		4.8200946	
EPB41L2		4.819992	
TAF4		4.8182673	
TANGO2		4.8177648	
CYTB		4.817369	
METTL16		4.814115	
SLC30A4		4.8133526	
CDC14A		4.809972	
TSEN2		4.8091564	
HK1		4.8053145	
NFIX		4.8043084	
RNF4		4.8041096	
CRY2		4.7958922	
GATD3B		4.7953954	
PCNX2		4.7946677	
MAP3K4		4.7923937	
PRPSAP2		4.791594	
USP44		4.7905674	
MSANTD2		4.784927	
TRIR		4.7830043	
NEBL		4.779777	
MTERF4		4.774332	
CCNY		4.7699685	
METTL2B		4.7685094	
AQP3		4.7666883	
CAMK1		4.764062	
STIP1		4.759335	
ARHGAP32		4.758478	
MICU3		4.758208	
AIDA		4.7580395	
MRC2		4.757377	
SRRM1		4.754817	
ZFP30		4.74939	
GSK3A		4.7490296	
MBP		4.7485476	
MFSD4B		4.747528	
ZNF548		4.747506	
CILK1		4.7472873	
FAM171A1		4.745971	
EXOSC2		4.743357	
ZNF70		4.7427187	
PUS7		4.742475	
MYO9A		4.7409263	
KMT2A		4.737691	
ZNF772		4.7367506	
SH3BGRL		4.7221518	
TRAPPC6A		4.719192	
GPRASP1		4.718378	
USP36		4.717659	
XYLT1		4.7168274	
ZNF416		4.712413	
EML5		4.7095947	
ZNF331		4.7046614	
ZFP14		4.7028737	
QARS1		4.7017527	
SIK2		4.7010894	
CETN2		4.7006145	
MGAT4A		4.700483	
IPO5		4.6995473	
EIF3B		4.697183	
STXBP1		4.6970854	
FAAH		4.68881	
RPAP3		4.688342	
CEP170B		4.6868806	
SGK1		4.686725	
P4HA1		4.685693	
DDX46		4.685182	
CROCCP2		4.6835594	
HNRNPK		4.68162	
KLF1		4.681231	
MPP1		4.6809397	
SUPV3L1		4.680196	
LDHB		4.6799555	
AKAP11		4.6794457	
FBLN7		4.6791315	
FANCF		4.675747	
NAP1L4		4.6756	
ZIK1		4.6706796	
BCOR		4.667456	
THEM6		4.667269	
H2AZ2		4.6669035	
SLC24A1		4.6650057	
RRP1B		4.664404	
PTPN13		4.662319	
FAM43A		4.66229	
PBX4		4.661353	
RASA3		4.660452	
PRDM2		4.652994	
DDX51		4.6503577	
NBEA		4.646659	
RNASET2		4.64524	
ZNF786		4.6436453	
SYPL1		4.643486	
ATP8B2		4.6413918	
ZNF419		4.638871	
PELP1		4.6346736	
ZNF345		4.631294	
CACNA2D3		4.6296372	
SPIN1		4.62767	
ZNF549		4.6265883	
FOXK1		4.624507	
TMIGD2		4.615441	
SULT2B1		4.612239	
HOOK1		4.6110573	
PITPNM1		4.6060147	
MEAF6		4.604166	
AAK1		4.6038346	
NCL		4.603281	
ZFAND4		4.597484	
NDE1		4.596993	
ZNF154		4.593057	
MTR		4.592804	
CRKL		4.5920615	
PHOSPHO1		4.5912995	
MCOLN1		4.5885367	
ZNF749		4.586193	
AP2M1		4.583757	
RPL10A		4.5819197	
ZNF17		4.5752544	
SOCS7		4.5750976	
TULP3		4.569509	
GLRX5		4.563301	
ECHDC2		4.5630546	
DIMT1		4.5608907	
TMEM120B		4.560686	
NFATC1		4.5585275	
NLRC3		4.5532293	
EPPK1		4.553184	
SPDYE3		4.5524564	
HLA-DQA1		4.5514092	
TMEM245		4.5501094	
CCDC50		4.5499105	
NACA		4.548606	
BDH1		4.546898	
VPS37C		4.5436897	
SLC25A45		4.5433116	
ZNF84		4.5416613	
C16orf74		4.5415006	
BIN1		4.5408034	
RPP14		4.5395184	
KDM1A		4.538533	
UBB		4.5302815	
GSTM3		4.526421	
RPS28		4.5255075	
KNOP1		4.5242033	
PM20D2		4.520977	
RRP8		4.5194488	
ARL6IP1		4.518645	
ZNF529		4.518173	
ASXL1		4.517875	
TSPAN18		4.517423	
FAM210B		4.517272	
NGRN		4.5146976	
LIMA1		4.51303	
BIRC3		4.5112433	
DCAF8		4.509046	
ZNF235		4.5058064	
FNBP1L		4.505084	
TPT1		4.49833	
GATD1		4.4942746	
PXMP4		4.4938846	
ZC3H14		4.493455	
ZNF439		4.490995	
AZIN2		4.4894395	
NR1D2		4.4890885	
LZTFL1		4.486892	
PHLPP2		4.485449	
MAP7D3		4.4852223	
BRD4		4.481911	
RPL13A		4.4765353	
SH3YL1		4.473265	
POLE3		4.4712625	
TMEM67		4.4711123	
GLOD4		4.470408	
TECPR1		4.4684224	
AP3M2		4.4673953	
SPN		4.466191	
ZNF540		4.462801	
SDR42E1		4.4569273	
UBXN6		4.455797	
CRY1		4.4526978	
PTPDC1		4.4523687	
RHPN1		4.4522905	
WDR49		4.4489903	
CANX		4.447909	
RBM15B		4.4478445	
NUDT4		4.4477577	
CREB1		4.4455805	
AKAP1		4.438819	
TSTD3		4.43567	
TARS3		4.435208	
SARS1		4.4347906	
ZNF875		4.432309	
MYL4		4.4310737	
ABCA3		4.4295006	
MFSD2B		4.4294453	
RAB11FIP3		4.429161	
EMC3		4.4272857	
CA8		4.4251223	
PRR12		4.4227047	
RPL7A		4.4208493	
SNED1		4.416932	
CD84		4.416785	
SETD1A		4.4165072	
ACADSB		4.4142313	
FOXO3B		4.4136033	
ITPR1		4.413378	
ANKEF1		4.4094768	
XPR1		4.4066286	
TRAT1		4.401012	
MED1		4.399848	
SLC6A8		4.395548	
CPOX		4.395522	
SLC38A1		4.3951507	
LRPPRC		4.393976	
TMEM223		4.3870773	
BMS1		4.3867793	
FBP1		4.386101	
YIPF6		4.385435	
RABL2B		4.3834143	
RPL32		4.383247	
BLVRB		4.3776774	
TAF15		4.3768578	
PPP1CB		4.3717575	
PPP1R3F		4.366516	
ARL4A		4.3657484	
RPL14		4.3650327	
PPP2R5B		4.3631883	
RMC1		4.362167	
SLC43A1		4.3581305	
PLEKHG4		4.354598	
TRIM4		4.352602	
IRF2BP2		4.350923	
VIPR1		4.349182	
ZSCAN23		4.3487215	
ZNF790		4.3447986	
ING5		4.344163	
ZNF343		4.342361	
PLXNA4		4.338562	
GCSAML		4.3378687	
ZNF101		4.3365726	
TOB1		4.335644	
PIK3R6		4.3350253	
ZNF391		4.3336396	
AHSA1		4.3319926	
VPS4A		4.331027	
ZNF850		4.330287	
LIPE		4.3289876	
SPIB		4.3269486	
ITGB7		4.326631	
C1orf116		4.3255477	
CHTOP		4.3237543	
SNAPC1		4.323537	
TCL1A		4.322757	
NKAP		4.3218894	
C17orf67		4.3212967	
AGBL5		4.318806	
C12orf29		4.316081	
RPL5		4.3153725	
CASK		4.3150787	
ENG		4.311166	
ZNF74		4.310321	
CHRAC1		4.3100295	
ATG14		4.305031	
MAZ		4.3049445	
TARDBP		4.302997	
PBX1		4.2990975	
XRCC1		4.297366	
SFXN2		4.297064	
ACP1		4.295374	
TRIM32		4.293134	
FBXO21		4.2916374	
ZFP36L2		4.290427	
